Zone,Sub-Registrar-Office,Village,Street Name,Land Classification,Year,Price
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MELAMASI STREET,Commercial Special Type - I,2019,6700
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MELAMASI STREET,Commercial Special Type - I,2020,6700
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MELAMASI STREET,Commercial Special Type - I,2021,6700
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MELAMASI STREET,Commercial Special Type - I,2022,6700
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MELAMASI STREET,Commercial Special Type - I,2023,6700
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MELAMASI STREET,Commercial Special Type - I,2023,10000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MELAMASI STREET,Commercial Special Type - I,2024,10000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2012,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2013,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2014,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2015,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2016,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2017,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2017,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2018,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2019,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2020,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2021,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2022,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2023,1340
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2023,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,MUNICIPAL LANE,Residential Special Type - I,2024,2000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2012,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2013,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2014,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2015,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2016,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2017,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2017,6030
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2018,6030
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2019,6030
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2020,6030
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2021,6030
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2022,6030
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2023,6030
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2023,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NETHAJI ROAD (DINDUGAL ROAD),Commercial Special Type - II,2024,9000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2012,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2013,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2014,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2015,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2016,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2017,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2017,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2018,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2019,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2020,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2021,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2022,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2023,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2023,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH KRISHNAN KOVIL STREET,Commercial Class I Type - III,2024,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2012,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2013,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2014,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2015,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2016,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2017,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2017,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2018,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2019,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2020,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2021,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2022,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2023,3350
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2023,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH MASI STREET,Commercial Special Type - IV,2024,5000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2012,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2013,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2014,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2015,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2016,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2017,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2017,2680
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2018,2680
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2019,2680
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2020,2680
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2021,2680
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2022,2680
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2023,2680
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2023,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH PERUMAL MESHTHIRI STREET,Commercial Class I Type - I,2024,4000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2012,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2013,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2014,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2015,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2016,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2017,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2017,4020
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2018,4020
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2019,4020
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2020,4020
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2021,4020
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2022,4020
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2023,4020
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2023,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,NORTH VELI STREET,Commercial Special Type - III,2024,6000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2012,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2013,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2014,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2015,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2016,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2017,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2017,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2018,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2019,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2020,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2021,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2022,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2023,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2023,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PACHARISIKARA STREET,Commercial Class I Type - III,2024,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2012,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2013,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2014,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2015,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2016,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2017,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2017,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2018,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2019,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2020,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2021,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2022,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2023,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2023,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PALLIVASAL STREET,Commercial Class I Type - III,2024,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2012,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2013,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2014,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2015,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2016,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2017,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2017,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2018,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2019,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2020,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2021,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2022,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2023,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2023,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,PECHIAMMAN PADITHURAI,Commercial Special Type - V,2024,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2012,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2013,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2014,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2015,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2016,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2017,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2017,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2018,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2019,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2020,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2021,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2022,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2023,3015
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2023,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,TAMILSANGAM ROAD,Commercial Special Type - V,2024,4500
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2012,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2013,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2014,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2015,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2016,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2017,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2017,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2018,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2019,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2020,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2021,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2022,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2023,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2023,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VADUGA KAVAL BAZAR STREET,Commercial Class I Type - III,2024,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2012,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2013,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2014,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2015,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2016,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2017,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2017,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2018,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2019,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2020,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2021,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2022,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2023,2010
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2023,3000
Madurai,Madurai South Joint I,Town Suryvey Ward 6,VALAIALKARA STREET,Commercial Class I Type - III,2024,3000
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2012,600
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2013,600
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2014,600
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2015,600
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2016,600
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2017,600
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2017,402
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2018,402
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2019,402
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2020,402
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2021,402
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2022,402
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2023,402
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2023,700
Madurai,Madurai South Joint I,VILLAPURAM STREET,K.A.S.SEKAR APARTMENT,Residential Class I Type - I,2024,700
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2012,500
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2013,500
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2014,500
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2015,500
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2016,500
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2017,500
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2017,335
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2018,335
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2019,335
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2020,335
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2021,335
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2022,335
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2023,335
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2023,700
Madurai,Madurai South Joint I,VILLAPURAM STREET,MANIKANDAN NAGAR,Residential Class II Type - I,2024,700
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2012,400
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2013,400
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2014,400
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2015,400
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2016,400
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2017,400
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2017,268
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2018,268
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2019,268
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2020,268
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2021,268
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2022,268
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2023,268
Madurai,Madurai South Joint I,VILLAPURAM STREET,MARIAPPA PILLAI STREET,Residential Class II Type - II,2023,700
